0.000000	10	874
0.050000	10	738
0.100000	10	592
0.150000	10	506
0.200000	10	445
0.250000	10	436
0.300000	10	434
0.350000	10	410
0.400000	10	333
0.450000	10	289
0.500000	10	240
0.550000	10	217
0.600000	10	211
0.650000	10	207
0.700000	10	168
0.750000	10	165
0.800000	10	155
0.850000	10	136
0.900000	10	117
0.950000	10	102
0.000000	20	874
0.050000	20	613
0.100000	20	543
0.150000	20	512
0.200000	20	506
0.250000	20	498
0.300000	20	493
0.350000	20	469
0.400000	20	420
0.450000	20	406
0.500000	20	351
0.550000	20	302
0.600000	20	295
0.650000	20	276
0.700000	20	244
0.750000	20	234
0.800000	20	225
0.850000	20	212
0.900000	20	198
0.950000	20	188
0.000000	30	874
0.050000	30	640
0.100000	30	580
0.150000	30	563
0.200000	30	546
0.250000	30	536
0.300000	30	526
0.350000	30	512
0.400000	30	465
0.450000	30	458
0.500000	30	422
0.550000	30	384
0.600000	30	377
0.650000	30	371
0.700000	30	326
0.750000	30	316
0.800000	30	307
0.850000	30	301
0.900000	30	292
0.950000	30	276
0.000000	40	874
0.050000	40	639
0.100000	40	604
0.150000	40	585
0.200000	40	574
0.250000	40	563
0.300000	40	550
0.350000	40	522
0.400000	40	493
0.450000	40	480
0.500000	40	422
0.550000	40	398
0.600000	40	386
0.650000	40	365
0.700000	40	334
0.750000	40	321
0.800000	40	311
0.850000	40	303
0.900000	40	293
0.950000	40	287
0.000000	50	874
0.050000	50	646
0.100000	50	611
0.150000	50	588
0.200000	50	578
0.250000	50	571
0.300000	50	564
0.350000	50	544
0.400000	50	524
0.450000	50	510
0.500000	50	454
0.550000	50	440
0.600000	50	427
0.650000	50	421
0.700000	50	388
0.750000	50	376
0.800000	50	370
0.850000	50	361
0.900000	50	352
0.950000	50	347
0.000000	60	874
0.050000	60	616
0.100000	60	598
0.150000	60	581
0.200000	60	576
0.250000	60	569
0.300000	60	553
0.350000	60	527
0.400000	60	506
0.450000	60	498
0.500000	60	447
0.550000	60	429
0.600000	60	419
0.650000	60	405
0.700000	60	385
0.750000	60	381
0.800000	60	368
0.850000	60	362
0.900000	60	355
0.950000	60	349
0.000000	70	874
0.050000	70	628
0.100000	70	609
0.150000	70	599
0.200000	70	588
0.250000	70	578
0.300000	70	564
0.350000	70	542
0.400000	70	533
0.450000	70	522
0.500000	70	478
0.550000	70	460
0.600000	70	452
0.650000	70	431
0.700000	70	418
0.750000	70	410
0.800000	70	395
0.850000	70	390
0.900000	70	383
0.950000	70	379
0.000000	80	874
0.050000	80	610
0.100000	80	600
0.150000	80	589
0.200000	80	577
0.250000	80	566
0.300000	80	558
0.350000	80	548
0.400000	80	537
0.450000	80	529
0.500000	80	494
0.550000	80	479
0.600000	80	466
0.650000	80	451
0.700000	80	441
0.750000	80	427
0.800000	80	417
0.850000	80	412
0.900000	80	407
0.950000	80	398
0.000000	90	874
0.050000	90	620
0.100000	90	600
0.150000	90	588
0.200000	90	582
0.250000	90	580
0.300000	90	574
0.350000	90	565
0.400000	90	552
0.450000	90	546
0.500000	90	516
0.550000	90	499
0.600000	90	485
0.650000	90	475
0.700000	90	465
0.750000	90	455
0.800000	90	449
0.850000	90	443
0.900000	90	437
0.950000	90	426
0.000000	100	874
0.050000	100	621
0.100000	100	600
0.150000	100	599
0.200000	100	589
0.250000	100	578
0.300000	100	574
0.350000	100	566
0.400000	100	562
0.450000	100	554
0.500000	100	538
0.550000	100	520
0.600000	100	518
0.650000	100	508
0.700000	100	499
0.750000	100	493
0.800000	100	487
0.850000	100	484
0.900000	100	479
0.950000	100	475
0.000000	110	874
0.050000	110	616
0.100000	110	607
0.150000	110	597
0.200000	110	595
0.250000	110	591
0.300000	110	583
0.350000	110	571
0.400000	110	566
0.450000	110	559
0.500000	110	534
0.550000	110	522
0.600000	110	519
0.650000	110	514
0.700000	110	505
0.750000	110	504
0.800000	110	497
0.850000	110	494
0.900000	110	490
0.950000	110	489
0.000000	120	874
0.050000	120	608
0.100000	120	600
0.150000	120	595
0.200000	120	593
0.250000	120	591
0.300000	120	586
0.350000	120	574
0.400000	120	566
0.450000	120	561
0.500000	120	543
0.550000	120	527
0.600000	120	522
0.650000	120	516
0.700000	120	505
0.750000	120	504
0.800000	120	500
0.850000	120	495
0.900000	120	490
0.950000	120	488
0.000000	130	874
0.050000	130	629
0.100000	130	624
0.150000	130	617
0.200000	130	616
0.250000	130	611
0.300000	130	606
0.350000	130	602
0.400000	130	600
0.450000	130	592
0.500000	130	564
0.550000	130	555
0.600000	130	552
0.650000	130	545
0.700000	130	542
0.750000	130	538
0.800000	130	536
0.850000	130	531
0.900000	130	526
0.950000	130	523
0.000000	140	874
0.050000	140	635
0.100000	140	632
0.150000	140	628
