000000003.393606	000000003.938474	-00000000.108901
000000003.896881	000000004.522552	-00000000.041678
000000003.394886	000000003.871126	-00000000.107853
000000003.909825	000000004.458301	-00000000.041399
000000003.441853	000000003.856271	-00000000.108272
000000003.888654	000000004.356869	-00000000.040771
000000003.461930	000000003.811287	-00000000.107853
000000003.966867	000000004.367181	-00000000.041189
000000003.528990	000000003.817639	-00000000.108901
000000003.957312	000000004.280996	-00000000.040701
000000003.404613	000000003.619210	-00000000.104084
000000004.008223	000000004.260866	-00000000.040840
000000003.615820	000000003.777135	-00000000.109529
000000004.031423	000000004.211279	-00000000.040701
000000003.634691	000000003.731115	-00000000.109110
000000004.026153	000000004.132961	-00000000.040282
000000003.702306	000000003.734756	-00000000.110157
000000004.104306	000000004.140280	-00000000.040701
000000003.734756	000000003.702306	-00000000.110157
000000004.126076	000000004.090226	-00000000.040561
000000003.766922	000000003.669573	-00000000.110157
000000004.175939	000000004.068019	-00000000.040701
000000003.827689	000000003.664216	-00000000.110995
000000004.167939	000000003.989933	-00000000.040282
000000003.917777	000000003.685476	-00000000.112670
000000004.217165	000000003.967113	-00000000.040421
000000003.913080	000000003.617214	-00000000.111623
000000004.207565	000000003.889433	-00000000.040003
000000003.988901	000000003.623262	-00000000.112880
000000004.278357	000000003.886186	-00000000.040352
000000003.968155	000000003.541714	-00000000.111414
000000004.274805	000000003.815409	-00000000.040003
000000004.051528	000000003.553094	-00000000.112880
000000004.322974	000000003.791146	-00000000.040142
000000004.097528	000000003.530656	-00000000.113298
000000004.310440	000000003.714113	-00000000.039723
000000004.105290	000000003.475385	-00000000.112670
000000004.335055	000000003.669895	-00000000.039654
000000004.204642	000000003.496964	-00000000.114555
000000004.351539	000000003.619137	-00000000.039514
000000004.265968	000000003.485442	-00000000.115393
000000004.491368	000000003.669602	-00000000.040491
000000004.233844	000000003.398019	-00000000.113717
000000004.421837	000000003.548900	-00000000.039584
000000004.365405	000000003.441407	-00000000.116440
000000004.554728	000000003.590657	-00000000.040491
000000004.387365	000000003.397061	-00000000.116230
000000004.546354	000000003.520164	-00000000.040142
000000004.448676	000000003.382851	-00000000.117068
000000004.616699	000000003.510620	-00000000.040491
000000004.486037	000000003.349883	-00000000.117278
000000004.695233	000000003.506097	-00000000.040910
000000004.531225	000000003.322431	-00000000.117696
000000004.677265	000000003.429513	-00000000.040491
000000004.600616	000000003.311969	-00000000.118744
000000004.788170	000000003.446989	-00000000.041189
000000004.784470	000000003.381329	-00000000.122723
000000004.981392	000000003.520500	-00000000.042586
000000004.731648	000000003.282461	-00000000.120628
000000004.987276	000000003.459796	-00000000.042376
000000004.884074	000000003.325448	-00000000.123770
000000005.157794	000000003.511817	-00000000.043563
000000007.975147	000000005.379304	000000000.067160
000000008.653254	000000005.836693	000000000.218639
000000004.879656	000000003.260482	-00000000.122932
000000005.188244	000000003.466674	-00000000.043563
000000008.088495	000000005.353658	000000000.067718
000000004.924645	000000003.228739	-00000000.123351
000000005.009232	000000003.284196	-00000000.041818
000000008.185225	000000005.315547	000000000.068137
000000008.829264	000000005.733791	000000000.220524
000000011.068024	000000007.187658	000000000.276440
000000005.011493	000000003.223501	-00000000.124817
000000005.466620	000000003.516248	-00000000.045378
000000005.659019	000000003.605192	000000000.046844
000000005.216996	000000003.291680	-00000000.129215
000000005.344870	000000003.372362	-00000000.044122
000000007.535251	000000004.754389	-00000000.062203
000000008.030820	000000005.018213	000000000.066113
000000011.056122	000000006.908632	000000000.273089
000000005.245522	000000003.246028	-00000000.129215
000000005.323075	000000003.294019	-00000000.043703
000000008.415353	000000005.156935	000000000.068905
000000010.476649	000000006.420099	000000000.257382
000000005.307838	000000003.220876	-00000000.130052
000000005.377264	000000003.263004	-00000000.043912
000000008.528606	000000005.124504	000000000.069464
000000011.037893	000000006.632236	000000000.269738
000000005.473218	000000003.256222	-00000000.133403
000000005.654757	000000003.364227	-00000000.045937
000000008.409296	000000004.953454	000000000.068137
000000011.147036	000000006.566106	000000000.270995
000000005.527335	000000003.223446	-00000000.134031
000000005.943044	000000003.465881	-00000000.048031
000000005.377887	000000003.104924	000000000.043354
000000008.556123	000000004.939880	000000000.068975
000000011.074036	000000006.393598	000000000.267854
000000005.720176	000000003.269350	-00000000.138011
000000006.346379	000000003.627254	-00000000.051033
000000008.030643	000000004.589891	-00000000.064577
000000008.625014	000000004.879798	000000000.069184
000000011.024988	000000006.237638	000000000.265340
000000005.792103	000000003.243733	-00000000.139058
000000006.421414	000000003.596165	-00000000.051382
000000009.008364	000000004.993417	000000000.071907
000000011.079001	000000006.141191	000000000.265340
000000005.925373	000000003.250771	-00000000.141571
000000006.373648	000000003.496703	-00000000.050754
000000008.700077	000000004.723756	000000000.069114
000000011.140957	000000006.049047	000000000.265550
000000006.164883	000000003.312511	-00000000.146597
000000006.694606	000000003.597142	-00000000.053058
000000008.970529	000000004.769715	000000000.070930
000000011.210975	000000005.960981	000000000.265969
000000006.379362	000000003.356344	-00000000.150995
000000007.168225	000000003.771386	-00000000.056548
000000008.736844	000000004.548113	000000000.068765
000000011.298039	000000005.881387	000000000.266806
000000006.577284	000000003.387524	-00000000.154974
000000007.067514	000000003.640009	-00000000.055501
000000008.874208	000000004.521635	000000000.069533
000000010.736367	000000005.470452	000000000.084124
000000011.429107	000000005.823421	000000000.268691
000000014.440047	000000007.357572	000000000.339477
000000006.713729	000000003.383998	-00000000.157487
000000007.286530	000000003.672714	-00000000.056967
000000008.779093	000000004.377094	000000000.068486
000000011.007424	000000005.488100	000000000.085870
000000011.586858	000000005.776994	000000000.271204
000000014.512651	000000007.235741	000000000.339686
000000021.849504	000000010.893761	000000000.511414
000000006.787838	000000003.347391	-00000000.158534
000000007.201713	000000003.551491	-00000000.056060
000000008.951771	000000004.366070	000000000.069533
000000011.090848	000000005.409368	000000000.086149
000000012.211932	000000005.956157	000000000.284607
